topicId,rank,docId,filename
0,20,27,file:/Users/Alice/Documents/energy-conflict/articles-clean/2012-08-29-MÜNCHNERMOMENTETotgesagtel.txt
0,21,284,file:/Users/Alice/Documents/energy-conflict/articles-clean/2001-07-18-IhrG8wir6000000000.txt
0,22,22,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-09-20-FilmstartsderWocheWelcheF.txt
0,23,380,file:/Users/Alice/Documents/energy-conflict/articles-clean/1995-03-20-EinTestspielmitErleuchtung.txt
0,24,215,file:/Users/Alice/Documents/energy-conflict/articles-clean/2002-02-02-JenseitsderGemütlichkeitDe.txt
0,25,185,file:/Users/Alice/Documents/energy-conflict/articles-clean/2012-01-14-DieDemonstrationfrisstihre.txt
0,26,231,file:/Users/Alice/Documents/energy-conflict/articles-clean/2003-12-01-MidlifeBluesWerfrüherjung.txt
0,27,4,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-01-08-DieWiderspenstigenIneinem.txt
0,28,270,file:/Users/Alice/Documents/energy-conflict/articles-clean/2014-12-27-KumpelKarpfenBierundRevo.txt
0,29,395,file:/Users/Alice/Documents/energy-conflict/articles-clean/2013-03-15-UnterDruckGrünenPolitiker.txt
0,30,26,file:/Users/Alice/Documents/energy-conflict/articles-clean/2019-07-03-FilmabendeunterfreiemHimmel.txt
0,31,251,file:/Users/Alice/Documents/energy-conflict/articles-clean/2015-02-05-MITTENINGRASBRUNNAlleshal.txt
0,32,271,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-11-07-EinVersuchbleibtnochWoei.txt
0,33,88,file:/Users/Alice/Documents/energy-conflict/articles-clean/2019-03-05-Vorschau.txt
0,34,374,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-01-19-MÜNCHNERMOMENTEWeezeistwe.txt
0,35,372,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-03-03-FreiheitbiszuletztAchimBe.txt
0,36,359,file:/Users/Alice/Documents/energy-conflict/articles-clean/2014-09-24-CoolaberanspruchsvollKrim.txt
0,37,375,file:/Users/Alice/Documents/energy-conflict/articles-clean/2017-11-03-KuriosesausderNischeAufd.txt
0,38,21,file:/Users/Alice/Documents/energy-conflict/articles-clean/2003-03-28-KommzuunsÜberdieÄsthetik.txt
0,39,239,file:/Users/Alice/Documents/energy-conflict/articles-clean/2017-06-18-VersteigerungKeinerwillL.txt
0,40,29,file:/Users/Alice/Documents/energy-conflict/articles-clean/1998-01-27-GrueneParlamentariermuessen.txt
0,41,257,file:/Users/Alice/Documents/energy-conflict/articles-clean/1998-12-31-ExotischesausdemLandderBay.txt
0,42,150,file:/Users/Alice/Documents/energy-conflict/articles-clean/2010-11-13-VorsichtSchlüsselprojektWi.txt
0,43,74,file:/Users/Alice/Documents/energy-conflict/articles-clean/2009-07-10-SiegderBeharrlichkeit.txt
0,44,55,file:/Users/Alice/Documents/energy-conflict/articles-clean/2013-08-20-UnerschöpflichesFüllhorn.txt
0,45,287,file:/Users/Alice/Documents/energy-conflict/articles-clean/2017-09-16-HannesGräbnerSPDFürsozia.txt
0,46,151,file:/Users/Alice/Documents/energy-conflict/articles-clean/2014-01-06-MitdemMutzurWahrheitDie.txt
0,47,334,file:/Users/Alice/Documents/energy-conflict/articles-clean/2006-10-17-AnwaltkritisiertLuftverkehrs.txt
0,48,319,file:/Users/Alice/Documents/energy-conflict/articles-clean/2008-09-15-Oppositionsarbeitistimmere.txt
0,49,246,file:/Users/Alice/Documents/energy-conflict/articles-clean/2019-08-29-GrünerwirdsnichtMarkusSö.txt
0,50,245,file:/Users/Alice/Documents/energy-conflict/articles-clean/2015-08-08-TOP3Top3Großprojektemit.txt
0,51,244,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-03-26-EinLandunterWechselstromI.txt
0,52,236,file:/Users/Alice/Documents/energy-conflict/articles-clean/1998-04-29-ImKernwasserwunderland.txt
0,53,194,file:/Users/Alice/Documents/energy-conflict/articles-clean/2008-12-10-MitteninBayernRebellenaus.txt
0,54,190,file:/Users/Alice/Documents/energy-conflict/articles-clean/2006-09-09-GlaubeHeimatFamilieVonM.txt
0,55,188,file:/Users/Alice/Documents/energy-conflict/articles-clean/2013-11-11-WIRTSCHAFTSBÜCHERKritischeM.txt
0,56,154,file:/Users/Alice/Documents/energy-conflict/articles-clean/2019-04-13-DieZukunftrolltRezeptegeg.txt
0,57,142,file:/Users/Alice/Documents/energy-conflict/articles-clean/2004-07-02-AtomGegnerfeierninWackersd.txt
0,58,41,file:/Users/Alice/Documents/energy-conflict/articles-clean/1997-02-19-KampfumGorlebenVONWOLFGA.txt
0,59,400,file:/Users/Alice/Documents/energy-conflict/articles-clean/1995-05-29-AtomaresZwischenlagerinWack.txt
0,60,399,file:/Users/Alice/Documents/energy-conflict/articles-clean/1998-07-17-AutoherstellereroffnetInnova.txt
0,61,398,file:/Users/Alice/Documents/energy-conflict/articles-clean/2001-08-01-OstbayernAutobahnnach70Jah.txt
0,62,397,file:/Users/Alice/Documents/energy-conflict/articles-clean/2008-04-25-BarometerdesWiderstandsGrü.txt
0,63,396,file:/Users/Alice/Documents/energy-conflict/articles-clean/2010-11-26-DemBewahrenSchönenGuten.txt
0,64,394,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-06-24-NukleareParagraphenBauersfr.txt
0,65,393,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-06-07-GanzDeutschlandwieStuttgart.txt
0,66,392,file:/Users/Alice/Documents/energy-conflict/articles-clean/2009-06-04-PappkartonsstattBrennstäbe.txt
0,67,391,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-03-14-GermanAngstHansSöllnersin.txt
0,68,390,file:/Users/Alice/Documents/energy-conflict/articles-clean/2019-11-09-DerFörsterBUNDChefWeiger.txt
0,69,389,file:/Users/Alice/Documents/energy-conflict/articles-clean/1994-04-21-EndlageraufderlangenBank.txt
0,70,388,file:/Users/Alice/Documents/energy-conflict/articles-clean/2015-09-22-JagdaufdieBlutsaugerImRi.txt
0,71,387,file:/Users/Alice/Documents/energy-conflict/articles-clean/1997-10-15-MarihuanaEiundAlkoholMi.txt
0,72,386,file:/Users/Alice/Documents/energy-conflict/articles-clean/1994-10-14-DerRueckzugindasKuckucksei.txt
0,73,385,file:/Users/Alice/Documents/energy-conflict/articles-clean/2001-03-28-ReliktausfroehlicherAtomzei.txt
0,74,384,file:/Users/Alice/Documents/energy-conflict/articles-clean/1998-03-21-WennBuergernichtmehrbravs.txt
0,75,383,file:/Users/Alice/Documents/energy-conflict/articles-clean/2009-06-20-DieEntdeckungderUmweltAuf.txt
0,76,382,file:/Users/Alice/Documents/energy-conflict/articles-clean/2008-09-27-StandortinGefahrOsramwill.txt
0,77,381,file:/Users/Alice/Documents/energy-conflict/articles-clean/1995-02-18-SchnellerBrueterfuereineDM.txt
0,78,379,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-05-12-DasWackersdorfGefühlDerPr.txt
0,79,378,file:/Users/Alice/Documents/energy-conflict/articles-clean/1998-07-16-VonderWAAzumIndustriepark.txt
0,80,377,file:/Users/Alice/Documents/energy-conflict/articles-clean/2014-05-15-WirsteigerndasBruttoGlücks.txt
0,81,376,file:/Users/Alice/Documents/energy-conflict/articles-clean/2009-04-05-60JahreBRDDieWirtschaftd.txt
0,82,373,file:/Users/Alice/Documents/energy-conflict/articles-clean/1998-06-05-DieStorfaellenehmenkeinEnd.txt
0,83,369,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-08-29-PROTESTGEGENBRAUNKOHLERWE.txt
0,84,368,file:/Users/Alice/Documents/energy-conflict/articles-clean/2009-10-24-KeineChancegegenCaptainAto.txt
0,85,367,file:/Users/Alice/Documents/energy-conflict/articles-clean/1997-10-29-ParteitagimkleinenHorrorlad.txt
0,86,366,file:/Users/Alice/Documents/energy-conflict/articles-clean/1998-07-30-AuferstandenausWAARuinen.txt
0,87,365,file:/Users/Alice/Documents/energy-conflict/articles-clean/1995-10-16-ProtestaktiongegenDonauKana.txt
0,88,364,file:/Users/Alice/Documents/energy-conflict/articles-clean/1995-03-30-TrotzBVGUrteilkeineautomat.txt
0,89,363,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-03-28-LachendeSonnenimRegen300.txt
0,90,362,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-06-14-AnsteckendnatürlichAnitaSt.txt
0,91,361,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-04-09-UnterBayernSöderundder.txt
0,92,360,file:/Users/Alice/Documents/energy-conflict/articles-clean/1995-07-01-MeinungswandelnachExpertenA.txt
0,93,358,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-08-10-KretschmannNureinWunderk.txt
0,94,357,file:/Users/Alice/Documents/energy-conflict/articles-clean/1998-11-10-EinHauchvonKreuthbeimBund.txt
0,95,356,file:/Users/Alice/Documents/energy-conflict/articles-clean/2019-10-26-DerÜberfliegerSeit60Jahre.txt
0,96,355,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-04-26-AlsderDackelKrähenfüßevert.txt
0,97,354,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-06-27-DerletzteAufstandDieAnti.txt
0,98,353,file:/Users/Alice/Documents/energy-conflict/articles-clean/2004-07-03-BefreitvomWirGefühlTheate.txt
0,99,352,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-03-10-DieUnbeugsamen35Jahrepoli.txt
0,100,351,file:/Users/Alice/Documents/energy-conflict/articles-clean/1997-12-23-DieTagedesselbstverwalteten.txt
0,101,350,file:/Users/Alice/Documents/energy-conflict/articles-clean/2016-02-06-DerWackereHansSchuiererha.txt
0,102,349,file:/Users/Alice/Documents/energy-conflict/articles-clean/2013-01-10-BerlinwieWackersdorfoderTr.txt
0,103,348,file:/Users/Alice/Documents/energy-conflict/articles-clean/2014-10-27-OberpfalzEineStadtkdmpft.txt
0,104,347,file:/Users/Alice/Documents/energy-conflict/articles-clean/2001-06-13-DerKKomplex.txt
0,105,346,file:/Users/Alice/Documents/energy-conflict/articles-clean/2006-01-02-HanauerAtomfabrikgeschlossen.txt
0,106,345,file:/Users/Alice/Documents/energy-conflict/articles-clean/1996-04-25-Terminezum10TschernobylJa.txt
0,107,343,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-05-02-WieimHimmelsoaufErdenS.txt
0,108,342,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-10-31-CSUtrauertumKarlHillermeie.txt
0,109,341,file:/Users/Alice/Documents/energy-conflict/articles-clean/2008-05-21-AktuellesLexikonWasserwerfe.txt
0,110,340,file:/Users/Alice/Documents/energy-conflict/articles-clean/2017-04-11-WiederWiderstandJetztwerde.txt
0,111,339,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-04-07-WasbedeutetKWU.txt
0,112,338,file:/Users/Alice/Documents/energy-conflict/articles-clean/1998-11-18-KoalitionsvertraggehtAerzten.txt
0,113,337,file:/Users/Alice/Documents/energy-conflict/articles-clean/2004-07-10-LobbyistendesVorgartensSie.txt
0,114,336,file:/Users/Alice/Documents/energy-conflict/articles-clean/2006-04-25-EsbegannmiteinemHüttendorf.txt
0,115,335,file:/Users/Alice/Documents/energy-conflict/articles-clean/1999-01-15-RadioaktiverMuellalsWirtscha.txt
0,116,333,file:/Users/Alice/Documents/energy-conflict/articles-clean/2014-03-29-BayernswohlältesterKommunal.txt
0,117,332,file:/Users/Alice/Documents/energy-conflict/articles-clean/1998-09-16-RuthPauligziehtdasMandatde.txt
0,118,331,file:/Users/Alice/Documents/energy-conflict/articles-clean/2010-06-30-JetztmalimErnstBürgerradi.txt
0,119,329,file:/Users/Alice/Documents/energy-conflict/articles-clean/1994-12-01-WartenaufdasWirtschaftswund.txt
0,120,328,file:/Users/Alice/Documents/energy-conflict/articles-clean/2008-04-25-DieGrünenblüheninderStarn.txt
0,121,327,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-10-31-KarlHillermeiergestorben.txt
0,122,326,file:/Users/Alice/Documents/energy-conflict/articles-clean/2010-07-23-EswardasLiedderWyhlerBau.txt
0,123,325,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-08-10-KretschmannerwartetBaudesB.txt
0,124,324,file:/Users/Alice/Documents/energy-conflict/articles-clean/1994-12-21-AufdemGelaendederehemalige.txt
0,125,323,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-06-24-HeuteinderSZ.txt
0,126,322,file:/Users/Alice/Documents/energy-conflict/articles-clean/1996-05-17-Energiekonsensaberwie.txt
0,127,321,file:/Users/Alice/Documents/energy-conflict/articles-clean/2012-01-17-VomPlatzenderBlosnDieBie.txt
0,128,320,file:/Users/Alice/Documents/energy-conflict/articles-clean/1994-08-10-NocheinmaldavongekommenSie.txt
0,129,318,file:/Users/Alice/Documents/energy-conflict/articles-clean/1998-04-09-InschlechterGesellschaftV.txt
0,130,317,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-09-14-LärmindenWipfelnImHambac.txt
0,131,316,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-10-06-DieWocheinBayernEslohnt.txt
0,132,315,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-06-28-Wackersdorf.txt
0,133,314,file:/Users/Alice/Documents/energy-conflict/articles-clean/1997-09-09-Zahlenspiegel.txt
0,134,313,file:/Users/Alice/Documents/energy-conflict/articles-clean/1994-12-19-AufdemehemaligenWAAGelaend.txt
0,135,312,file:/Users/Alice/Documents/energy-conflict/articles-clean/1996-05-21-Atomzwischenlager.txt
0,136,311,file:/Users/Alice/Documents/energy-conflict/articles-clean/2019-02-02-KrachmachenSeitmehrals40.txt
0,137,310,file:/Users/Alice/Documents/energy-conflict/articles-clean/2013-06-18-AusbauaufAbrufSPDGrüneu.txt
0,138,309,file:/Users/Alice/Documents/energy-conflict/articles-clean/1998-05-27-JammertanzumdenAtommeiler.txt
0,139,308,file:/Users/Alice/Documents/energy-conflict/articles-clean/1994-11-23-GegenGorlebenDieWAAGegner.txt
0,140,307,file:/Users/Alice/Documents/energy-conflict/articles-clean/2008-11-10-KatzundMausimWendland.txt
0,141,305,file:/Users/Alice/Documents/energy-conflict/articles-clean/2001-10-02-DonauausbaufuerGrueneeinne.txt
0,142,304,file:/Users/Alice/Documents/energy-conflict/articles-clean/1996-12-24-HeiligerBimbamwohoertdenn.txt
0,143,303,file:/Users/Alice/Documents/energy-conflict/articles-clean/2010-09-20-Esgehtwiedervonvornlos.txt
0,144,302,file:/Users/Alice/Documents/energy-conflict/articles-clean/1995-04-26-TiefladermitNuklearabfallim.txt
0,145,301,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-10-08-HAMBACHERFORSTVonexistenzi.txt
0,146,300,file:/Users/Alice/Documents/energy-conflict/articles-clean/2016-06-18-ViergegenKiKInPakistanbr.txt
0,147,299,file:/Users/Alice/Documents/energy-conflict/articles-clean/2001-10-24-DonauAusbauentzweitGrüneund.txt
0,148,298,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-10-25-Norden.txt
0,149,297,file:/Users/Alice/Documents/energy-conflict/articles-clean/2014-05-12-AusstiegausderAtomkraft.txt
0,150,296,file:/Users/Alice/Documents/energy-conflict/articles-clean/2019-05-19-UmweltschutzMeinegrößteSü.txt
0,151,294,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-01-08-MiteinerTaubefingallesan.txt
0,152,293,file:/Users/Alice/Documents/energy-conflict/articles-clean/2010-01-21-MitteninRegensburgDeckeld.txt
0,153,292,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-07-01-StaatsBewegungVon.txt
0,154,291,file:/Users/Alice/Documents/energy-conflict/articles-clean/2004-02-28-WiderstanddurchalleInstanze.txt
0,155,290,file:/Users/Alice/Documents/energy-conflict/articles-clean/2010-10-05-MühsamerKampfgegenAtomenerg.txt
0,156,289,file:/Users/Alice/Documents/energy-conflict/articles-clean/1995-12-20-NordrheinWestfalenUmweltmin.txt
0,157,288,file:/Users/Alice/Documents/energy-conflict/articles-clean/2016-04-26-BegehrteJodtablettenWieMen.txt
0,158,286,file:/Users/Alice/Documents/energy-conflict/articles-clean/2001-01-05-JoschkaichwarauchmalRevo.txt
0,159,285,file:/Users/Alice/Documents/energy-conflict/articles-clean/2006-04-26-Tschernobylwoliegtdasei.txt
0,160,283,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-09-20-WEITEREBRIEFE.txt
0,161,282,file:/Users/Alice/Documents/energy-conflict/articles-clean/2015-07-07-Ichhabeunterschätztwiev.txt
0,162,281,file:/Users/Alice/Documents/energy-conflict/articles-clean/2007-04-24-KeinEndeinSicht.txt
0,163,280,file:/Users/Alice/Documents/energy-conflict/articles-clean/1995-07-06-BuergerentscheidimLandtagbe.txt
0,164,279,file:/Users/Alice/Documents/energy-conflict/articles-clean/2010-09-08-WieeinstinWackersdorfMan.txt
0,165,278,file:/Users/Alice/Documents/energy-conflict/articles-clean/2010-09-20-WeitereDemosgeplantJusosw.txt
0,166,277,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-09-15-WackersdorfohneWackersdorf.txt
0,167,276,file:/Users/Alice/Documents/energy-conflict/articles-clean/2007-04-03-EinKonservativerdendieVer.txt
0,168,275,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-10-31-LuftballonsstattLuftwaffeN.txt
0,169,274,file:/Users/Alice/Documents/energy-conflict/articles-clean/2008-09-26-WirbrauchensiebenMilliarde.txt
0,170,273,file:/Users/Alice/Documents/energy-conflict/articles-clean/2010-04-15-IdyllmitAKW.txt
0,171,272,file:/Users/Alice/Documents/energy-conflict/articles-clean/2004-06-16-PlutoniumaufReisenSeitJah.txt
0,172,269,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-12-08-HeimatstattAusgrenzungHu.txt
0,173,268,file:/Users/Alice/Documents/energy-conflict/articles-clean/2015-06-27-FrauWolkeMitteninDeutschl.txt
0,174,267,file:/Users/Alice/Documents/energy-conflict/articles-clean/2013-04-11-ENDLAGERSUCHEExperimentOffe.txt
0,175,266,file:/Users/Alice/Documents/energy-conflict/articles-clean/2007-12-07-Einbisschenschwangergibte.txt
0,176,265,file:/Users/Alice/Documents/energy-conflict/articles-clean/2007-08-14-HalbwertzeitenimSeegrasTh.txt
0,177,264,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-03-27-ErfolgsgeschichteeinerPartei.txt
0,178,263,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-10-11-Taufkirchen.txt
0,179,262,file:/Users/Alice/Documents/energy-conflict/articles-clean/1997-04-10-StrahlenderMuellhinterKraft.txt
0,180,261,file:/Users/Alice/Documents/energy-conflict/articles-clean/2013-04-12-EndlagersuchealsReifeprüfung.txt
0,181,260,file:/Users/Alice/Documents/energy-conflict/articles-clean/1995-02-24-WackersdorfMilliardeerstzur.txt
0,182,259,file:/Users/Alice/Documents/energy-conflict/articles-clean/1995-05-06-THEMENDESTAGESSchwacheArgu.txt
0,183,258,file:/Users/Alice/Documents/energy-conflict/articles-clean/1997-06-18-EinMusikersingtfuerGagea.txt
0,184,256,file:/Users/Alice/Documents/energy-conflict/articles-clean/1996-04-13-SpontanProtestimUmweltminis.txt
0,185,255,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-03-22-AbschaltenabschaltenMa.txt
0,186,254,file:/Users/Alice/Documents/energy-conflict/articles-clean/2006-01-12-MissionerfülltVONSTEFANDI.txt
0,187,253,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-12-24-Weihnachtskartendiewirgern.txt
0,188,252,file:/Users/Alice/Documents/energy-conflict/articles-clean/2010-12-06-Stuttgart21BilderdesProte.txt
0,189,250,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-03-15-AntiAtomkraftDemoinMünchen.txt
0,190,249,file:/Users/Alice/Documents/energy-conflict/articles-clean/2017-09-02-DerWAAhnsinngehtweiterDer.txt
0,191,248,file:/Users/Alice/Documents/energy-conflict/articles-clean/2014-10-27-WasserkriegDerEdekaKonzern.txt
0,192,247,file:/Users/Alice/Documents/energy-conflict/articles-clean/2013-02-23-S7PLANFESTSTELLUNGVerhinder.txt
0,193,243,file:/Users/Alice/Documents/energy-conflict/articles-clean/2005-11-30-HeinzRiesenhuber70Jahre.txt
0,194,242,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-12-03-BadengegenWürttembergDie.txt
0,195,241,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-10-09-ÖkonomiedesKlimawandelsDie.txt
0,196,240,file:/Users/Alice/Documents/energy-conflict/articles-clean/2015-10-15-KINOTIPPS.txt
0,197,238,file:/Users/Alice/Documents/energy-conflict/articles-clean/1996-11-27-SZInterviewmitdemlangeals.txt
0,198,237,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-09-20-HEUTE.txt
0,199,235,file:/Users/Alice/Documents/energy-conflict/articles-clean/1994-12-21-VollzugdesneuenPolizeiaufga.txt
0,200,234,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-07-01-DasEndedesFortschritts.txt
0,201,233,file:/Users/Alice/Documents/energy-conflict/articles-clean/1995-11-16-Wirtschaftsministerwillschne.txt
0,202,232,file:/Users/Alice/Documents/energy-conflict/articles-clean/2013-11-30-ParteitagderPiratenThorste.txt
0,203,230,file:/Users/Alice/Documents/energy-conflict/articles-clean/2009-07-02-ArnulfBaringKernenergieGe.txt
0,204,228,file:/Users/Alice/Documents/energy-conflict/articles-clean/2006-04-26-RatloseBürgerimradioaktiven.txt
0,205,227,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-09-03-ImWaldderWidersprüche.txt
0,206,226,file:/Users/Alice/Documents/energy-conflict/articles-clean/2010-09-11-MappusHofgartenistderStut.txt
0,207,225,file:/Users/Alice/Documents/energy-conflict/articles-clean/1995-05-06-BayernwillkeinZwischenlager.txt
0,208,224,file:/Users/Alice/Documents/energy-conflict/articles-clean/1997-02-20-DerCastorBoykotttreibtden.txt
0,209,223,file:/Users/Alice/Documents/energy-conflict/articles-clean/2016-11-23-SpaßamKnöpfchendrehenDiete.txt
0,210,222,file:/Users/Alice/Documents/energy-conflict/articles-clean/2019-05-20-DieZeitistreiffüreinUmde.txt
0,211,221,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-03-14-Bleibtallesnochschlimmer.txt
0,212,220,file:/Users/Alice/Documents/energy-conflict/articles-clean/1999-01-08-TurbinchenfuerdieAndenundd.txt
0,213,219,file:/Users/Alice/Documents/energy-conflict/articles-clean/2005-03-09-EinMannfüralleStörfälle.txt
0,214,218,file:/Users/Alice/Documents/energy-conflict/articles-clean/2010-10-09-DerProtestwirdnichteinma.txt
0,215,217,file:/Users/Alice/Documents/energy-conflict/articles-clean/2016-07-02-WeißblaueGeologieBayernsK.txt
0,216,216,file:/Users/Alice/Documents/energy-conflict/articles-clean/1995-05-26-BMWunterschreibtKaufvertrag.txt
0,217,214,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-10-01-DemFeindbildverpflichtetDi.txt
0,218,213,file:/Users/Alice/Documents/energy-conflict/articles-clean/2015-11-07-INLANDHofreiterwilleswiss.txt
0,219,212,file:/Users/Alice/Documents/energy-conflict/articles-clean/1998-10-17-HansSchuiererfreutsich.txt
0,220,211,file:/Users/Alice/Documents/energy-conflict/articles-clean/2008-11-12-IndustrieKleineSorgenfalten.txt
0,221,210,file:/Users/Alice/Documents/energy-conflict/articles-clean/2004-07-30-BadeParadiesfüreinenEuro.txt
0,222,209,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-09-12-RevierderbyNirgendwoaufdem.txt
0,223,208,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-01-08-Chinaunddiefastunerschöpfl.txt
0,224,207,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-04-23-NoHeadlineInOriginal.txt
0,225,206,file:/Users/Alice/Documents/energy-conflict/articles-clean/2005-07-30-dieBonzenwollenzuvie.txt
0,226,205,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-02-16-KostspieligerVertragDieLag.txt
0,227,204,file:/Users/Alice/Documents/energy-conflict/articles-clean/2012-04-11-FeststehtgarnichtsZurBer.txt
0,228,203,file:/Users/Alice/Documents/energy-conflict/articles-clean/1996-04-29-DemonstrationenzumTschernoby.txt
0,229,202,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-04-06-DieErfinderdessanftenAtoma.txt
0,230,201,file:/Users/Alice/Documents/energy-conflict/articles-clean/2011-04-30-DasPhänomenStuttgart21Das.txt
0,231,200,file:/Users/Alice/Documents/energy-conflict/articles-clean/2008-09-13-IAEALibyenhattedeutschePl.txt
0,232,199,file:/Users/Alice/Documents/energy-conflict/articles-clean/1996-04-19-GegenForschungsreaktorKernkr.txt
0,233,198,file:/Users/Alice/Documents/energy-conflict/articles-clean/2008-08-06-VomAgrarlandzumHightechSta.txt
0,234,197,file:/Users/Alice/Documents/energy-conflict/articles-clean/1998-07-16-DieProminenzfeiertdasWund.txt
0,235,195,file:/Users/Alice/Documents/energy-conflict/articles-clean/2018-09-07-60x135ZentimeterProtest.txt
0,236,193,file:/Users/Alice/Documents/energy-conflict/articles-clean/2010-10-11-MassenprotestinMünchenZehn.txt
0,237,192,file:/Users/Alice/Documents/energy-conflict/articles-clean/2008-07-17-Landtagsdebatteüberdasneue.txt
0,238,189,file:/Users/Alice/Documents/energy-conflict/articles-clean/2001-10-24-DonauAusbauentzweitGrueneu.txt
